Approved	Alias
PPHLN1	PPHLN
UPP1	UDRPASE
VSTM4	FLJ31737
KNTC1	KNTC1
ADCY10	RP1313L4.2
TMC8	EVER2
PRR14L	PRR14L
RBM19	MRD1
RPAP2	RPAP2
SLAMF6	SF2000
CFAP298	C21ORF59
GLMP	NCUG1
TMEM9BAS1	TMEM9BAS1
TTC37	KIAA0372
IRF4	IRF4
RIMS4	RIMS4
OPA1	MGM1
LINC02484	LINC02484
VSTM2L	VTM2L
MAP4K4	MAP4K4
YBX1P4	YBX1P4
LYSMD1	LYSMD1
ATP5MC2	ATP5G2
RCSD1	MK2S4
ACSM2B	ACSM2B
BTBD11	ABTB2B
MIR564	MIR564
ZNF8	ZNF8
LINC01002	LINC01002
DGLUCY	DGLUCY
DDAH2	DDAH2
OSBPL9	OSBPL9
MIR552	HSAMIR552
WDR63	WDR63
CACNA2D3	CACNA2D3
FXYD6P1	FXYD6P1
NSMCE2	FLJ32440
ZEB1	AREB6
COX7A2P2	COX7A3
TRIAAT61	TRNAI22
LSM14B	FAM61B
GSTM3P1	DJ984P4.2
PCAT6	PCANR1
ANKIB1	ANKIB1
ADCY10	ADCYA
RNU6329P	RNU6329P
LEFTY2	TGFB4
SLC7A14	SLC7A14
THAP12P7	PRKRIRP7
FXYD6P3	FXYD8
OR7E129P	OR7E129P
PLP2	A4LSB
CLEC18C	CL18C
FBXW4	FBXW4
MADCAM1	MADCA
GPRC5D	GPC5D
NAV1	POMFIL3
ADGB	FLJ23121
PRSS12	BSSP3
MTFMT	FMT1
ENPP3	CD203C
RPL21P100	RPL21P100
ODC1	DCOR
EEF1B2P2	EEF1B2P2
H15	H15
COL5A2	COL5A2
MIR4453	MIR4453
FAM189A2	FAM189A2
PAWR	PAWR
QDPR	QDPR
MIR612	MIRN612
TDO2	TDO
LINC00889	LINC00889
USP43	UBP43
CIZ1	LSFR1
LINC02237	RP111101K5.1
HBZP1	HBZP1
UBAP2L	NICE4
MRPL53	MRPL53
NSRP1	DKFZP434K1421
MIR8081	HSAMIR8081
OR2E1P	OR2E1
NR0B1	AHCH
SLC25A51P4	SLC25A51P4
B3GALT6	B3GT6
CYP3A7	P450HFLA
USP12PY	USP12PY
CCNA2	CCNA
OR11K1P	OR11K1P
LRFN4	MGC3103
LCE2A	LCE2A
EPCAMDT	EPCAMDT
GRK4	GPRK2L
CXORF65	CX065
CIP2A	KIAA1524
CAMLG	CAMLG
FAM90A1	F90A1
ARNT	ARNT
EYA1	EYA1
DPYS	DPYS
ARL13A	ARL13
MTND2P7	MTND2P7
FAM90A1	FAM90A1
TMEM134	FLJ21749
H2AC4	H2AFM
TRNGTT231	TRNAN34P
NRN1	NRN
MIR1197	MIRN1197
PDSS2	PDSS2
ZNF736	ZN736
MIR132	MIRN132
C2CD4B	FAM148B
TAS2R45	GPR59
ST13P5	ST13P5
UCK2	UMPK
GAS2L2	GAR17
MTND4LP16	MTND4LP16
OR13A1	OR13A1
WBP4	FBP21
RNA5SP357	RNA5SP357
CGNL1	PCING
RNU6219P	RNU6219P
PLEKHG7	PLEKHG7
FAM71B	MGC26988
TRAJ61	A0A075B708
ATAT1	EM:AB023049.7
PCDHA4	CNRN1
KIFBP	DKFZP586B0923
MICU1	CALC
CACYBP	CYBP
POTEG	POTE14ALPHA
KRT18P45	KRT18P45
TRIM49	RNF18
TRKTTT71	TRNAK29
MICOS10	MIC10
LINC02692	LINC02692
FOXR2	FOXR2
ZNF587	ZF6
NIPAL2	FLJ13955
SEMA6B	SEMA6B
RPL36AP42	RPL36AP42
MED26	CRSP70
DPY19L1P2	DPY19L1P2
PAPSS1	ATPSK1
MIR31804	HSAMIR31804
NFASC	NRCAML
MMP23B	MIFR1
NANOG	FLJ12581
ZNF554	ZNF554
RNA5SP499	RN5S499
SMIM32	SMIM32
KRTAP197	KR197
CECR7	CECR7
PLEKHD1	PLEKHD1
CCN3	IGFBP9
MTOR	FLJ44809
H3C14	H3C14
SDCBP	SYCL
CYFIP2	CYFP2
RNF139	RN139
DCAF4	DCAF4
CICP26	CICP26
ASPH	BAH
RNA5SP327	RNA5SP327
U2AF1	U2AFBP
IGSF8	CD81P3
ZNF225	ZN225
ZNF280B	Z280B
SCG2	CHGC
MORF4L1P5	MORF4L1P5
TSR3	C16ORF42
ADAP2	CENTA2
RNA5SP90	RN5S90
TRBV25OR92	TCRBV11O
GRID2	GLURDELTA2
LINC02236	RP11332J15.1
EIF4EBP2P2	EIF4EBP2P2
GTPBP6	PGPL
POPDC2	POPD2
TRAPPC2P4	TRAPPC2P4
PRDM15	PRDM15
MIR548I1	HSAMIR548I1
OFD1P4Y	OFD1P4
OR7E11P	OR7E144P
MTCO3P41	MTCO3P41
MELTFAS1	AC068302.3
CYTOR	CYTOR
CPEB1	A0A087WXG7
MORC4	MORC4
FAM168B	F168B
MALRD1	DIET1
MIR45361	MIR4536
GTF2IP17	GTF2IP17
IL1RAPL1	IL1RAPL1
INTU	CPLANE4
RNA5SP98	RNA5SP98
ATP5MC2P3	ATP5MC2P3
FCGBP	A0A087WXI2
LINC00479	C21ORF129
RNA5SP131	RN5S131
SCYL1	P105
ZC3H8	ZC3H8
OR5B17	OR5BH
RAD21L1	DJ545L17.2
CLDN1	SEMP1
MFAP2	MFAP2
MIS18BP1	C14ORF106
BCAP31P2	TCONS_L2_00009689
CYP3A7CYP3A51P	CYP3A7CYP3A51P
NUDCD2	NUDC2
TGFBRAP1	TGFA1
RPS23P2	RPS23P2
LARP6	LARP6
SPIN2A	SPIN2A
RPLP1P9	RPLP1P9
ARHGEF38	ARHGEF38
NYX	CSNB4
SIRT1	SIR1
SLX1BSULT1A4	SLX1BSULT1A4
PRDM16DT	LINC00982
MIR6718	HSAMIR6718
OR2B6	OR631
DIRAS2	DIRAS2
LINC02501	LINC02501
LINC02080	LINC02080
WDR82	WDR82
FNDC11	FND11
RPL35AP27	RPL35AP27
TRMCAT11	TRNAM11
RN7SL497P	RN7SL497P
TRIM77	TRI77
RNA5SP142	RN5S142
AAMDC	FLJ21035
DHX36	MLEL1
VCX2	VCX2
DNAAF5	FLJ31671
ZZEF1	KIAA0399
SLC52A1	S52A1
AK1	AK1
DTX3	RNF154
MAPKAPK5	PRAK
ARHGEF15	MGC44868
ETNK1	EKI
SSXP9	SSXP9
C1ORF232	C1ORF232
TAPBPL	FLJ10143
GTF2IP5	GTF2IP5
SENP2	SENP2
LINC01571	TCONS_00024399
SAE1	SUA1
MIR9413	MIR9413
CAPN1	MUCANP
VPREB3	VPRE3
NRBF2P3	NRBF2P3
N4BP2	N4BP2
USP9YP22	USP9YP22
ARIH1	ARI
MTSS2	LOC92154
ERICH3AS1	ERICH3AS1
PLEKHA6	PLEKHA6
ZNF154	ZNF154
ITM2B	ITM2B
RPLP1	RLA1
ZNF876P	ZNF876P
CD83P1	CD83P
DHX15	PRPP43P
MIR627	MIR627
SNX4	ATG24B
USH2A	RP39
RNU6952P	RNU6952P
KRTAP91	KRTAP91
KPNA1	IPOA5
EI24	EPG4
C6ORF120	CF120
SLC52A3	HRFT2
CARTPT	CARTPT
IL23A	IL23P19
SLC12A1	SLC12A1
SGPP2	SGPP2
RNU61010P	RNU61010P
EXOSC10	PMSCL2
CYP4F24P	CYP4F24P
RPL26P13	RPL26P13
PLA2G1B	PA21B
PIRC87	PIRC87
RPAP2	RTR1
RHD	RHD
TNFSF13	TNFSF13
GJD3	CX31.9
UBE2E4P	UBCM2
NSUN5P2	DKFZP434K058
SLC25A30	KMCP1
NUP88	MGC8530
VEGFA	VEGF
CMTM8	CKLFSF8
SPATA2L	SPA2L
MIR6838	MIR6838
TRAAGC151	TRNAA17
CDC14C	CDC14CP
HAT1	HAT1
KIR3DL3	CD158Z
SF3A3	PRPF9
KCNN4	HKCA4
GJD3	CXD3
SPDL1	FLJ20364
PROKR1	ZAQ
TYW1B	LINC00069
SLC28A2	HCNT2
LAMP1P1	LAMP1P1
AARD	LOC441376
DDIT4	DIG2
PLEKHM1	KIAA0356
LPCAT4	LPAATETA
PIKFYVE	P235
MIR9412	MIRN9412
CXORF51A	CXORF51A
HEXIM1	HEXI1
GLMN	GLMN
NANOGP4	NANOGP4
ABCC1	ABCC1
BTBD17	BTBD17A
NDUFC2KCTD14	NDUCR
HES4	HES4
ENTPD3	NTPDASE3
BRSK2	STK29
STXBP5	TOMOSYN
LINC02670	LINC02670
TSPO2	DJ34B21.2
ADGRE3	ADGRE3
SNRPGP18	SNRPGP18
FRA12A	FRA12A
PIP5KL1	MGC46424
RNU61091P	RNU61091P
MSX1	MSX1
TRGCCC21	TRGCCC21
CCDC62	CCDC62
CLUHP4	KIAA0664L4
ELN	ELN
CSF3	C17ORF33
MIR9900	MIR9900
GLRX5	GRX5
CES1	HMSE1
TPM3P2	TPM3P2
SNORA65	SNORA65
MIR3674	HSAMIR3674
KRT16	KRT16
RPL23A	L23A
MTNR1B	MTNR1B
CPQ	LDP
MIR301B	HSAMIR301B
FAM186B	DKFZP434J0113
MIR1270	MIRN1270
TRGGCC23	TRNAGLYGCC23
ERCC6L	ERC6L
RN7SL149P	RN7SL149P
BNIPL	BNIPL2
C1GALT1C1L	C1C1L
CFL1	CFL1
EML2AS1	EML2AS1
MPC2	SLC54A2
RAPGEF2	KIAA0313
CFAP410	C21ORF2
ZER1	HZYG
SRGAP3	ARHGAP14
SIGLEC22P	SIGLECP6
ZFPL1	MCG4
PPP2R3B	PPP2R3LY
LINC02301	LINC02301
MIR7850	MIR7850
TRIM56	TRI56
C19ORF57	MGC11271
DMPK	MTPK
IWS1	FLJ10006
AKIP1	AKIP1
FAM180A	UNQ1940
RN7SKP107	RN7SKP107
CASC9	ESCCAL1
SNX17	KIAA0064
MIR1255B1	MIR1255B1
C9ORF16	FLJ12823
GPR85	SREB2
NAMPT	PBEF1
PTPRJ	CD148
H2AZ2	MGC10831
RPL27P7	RPL27P7
CHST12	CHST12
RNU61248P	RNU61248P
ANXA9	ANXA9
NBPF11	NBPF11
TRAV30	TVA30
ZMYM2	ZMYM2
MCOLN3	MCOLN3
KRT89P	PSIHHBB
NAGK	NAGK
EFCAB2	MGC12458
KRT83	KRTHB3
MAPK6DT	MAPK6DT
SPATS2	SPATS2
CYP26C1	CYP26C1
RPL6P1	RPL6P1
LINC01578	LINC01578
RPL13AP20	HANR
SLC5A11	SGLT6
PRPF31	SNRNP61
LINC00901	LSAMPAS4
TBC1D32	C6ORF170
PRKG2	PKG2
AREL1	AREL1
CATSPER4	CTSR4
DENND2D	DENND2D
ST6GAL2	KIAA1877
TNS2	C1TEN
H2AP	CXORF27
SHLD2P2	SHLD2P2
GPATCH8	GPTC8
FCRL6	IFGP6
LAMTOR5	MGC71071
CLCN7	OPTA2
BPIFB3	C20ORF185
SPATA20	SSP411
BTF3P13	BTF3P13
CLUHP1	KIAA0664P1
DPRXP6	DPRXP6
RNA5SP136	RN5S136
EPPIN	EPPIN2
TRIGAT11	TRNAI7
KRTAP51	KRTAP51
MIR99021	MIR99021
ARHGEF5	ARHG5
RORB	RZRB
ARHGAP5	RHG05
NBPF11	NBPFB
LINC01290	LINC01290
RPL11	RPL11
CCDC30	LOC728621
OR7E46P	OR7E46P
S100A6	PRA
CAMSAP3	NEZHA
CYP2D6	CPD6
CLTRN	TMEM27
MIR4763	HSAMIR4763
DLGAP4	SAPAP4
TRAV22	TCRAV22S1
LINC02498	LINC02498
SAMD4B	HSMAUG2
MIR4519	HSAMIR4519
MYEF2	HST18564
MED24	MED24
MIR671	HSAMIR671
RN7SL516P	RN7SL516P
MSRB1	SEPX1
LINC00488	LINC00488
MIR196B	HSAMIR196B
GPN3	GPN3
SLC26A10	S2610
EXT1	TTV
IGLC1	IGLC1
NGLY1	NGLY1
PSMC1P4	PSMC1P4
NDRG2	SYLD
NPTNIT1	LNCRNALET
NAGLU	ANAG
PURPL	LOC643401
RARB	RRB2
CEP164	NPHP15
PDE10A	PDE10A
FDPSP5	FDPSP5
PRELID3A	PRELID3A
SNORD109B	HBII438B
LMO3	LMO3
LINC00910	LINC00910
ZNF587B	ZNF587B
DLG1	DLGH1
PPID	CYP40
TPX2	DIL2
LINC02037	LINC02037
GNPTG	C316G12.3
CYCSP23	HCP23
DNM2	DNM2
VN2R19P	VN2R19P
EDDM3CP	FAM12CP
CER1	CER1
FGFR2	JWS
FAR2	MLSTD1
KIR3DP1	KIRX
BFSP2	CP47
SNORD3P4	SNORD3P4
ISM1	ISM1
FTLP13	FTLP13
PIK3IP1AS1	PIK3IP1AS1
BOKAS1	NATOB
PWP1	IEFSSP9502
RBMY1A3P	RBMY1A3P
SMYD3	SMYD3
PPT1	PPT
COX7B2	CX7B2
MTCYB	COB
NGDN	LPD2
TRETTC11	TRNAE26
RSAD1	RSAD1
ASAP1	DDEF1
SUMO2P16	SUMO2P16
PAQR7	MPRA
UGT2A1	D6RFW5
CEP120	CE120
ERCC2	XPD
SNORA86	SNORA86
ARL5B	ARL5B
SNORA77	SNORA77A
ERVK99	TCONS_00025543
OR10P1	OR10P2P
HNRNPA3P2	HNRNPA3P2
PSTK	C10ORF89
SLC49A4	RCC4
DANCR	LNCRNAANCR
LARP4B	LARP5
TEDC1	C14ORF80
CCDC141	CCDC141
N4BP2L1	CG018
DDX43	CT13
LINC00113	LINC00113
IBD2	IBD2
CYB5R1	NQO3A2
MAP1LC3A	LC3
MIR449A	MIR449A
JDP2	JUNDM2
CD2AP	CD2AP
ANKRD54	LIAR
PRC1AS1	PRC1AS1
FEB1	FEB1
PPIAP64	PPIAP64
GABPA	E4TF1A
SSX2IP	SSX2IP
ANKHD1	FLJ10042
SRSF10P1	FUSIP1P
LRRC39	LRC39
KYAT1	KATI
FCN3	FCNH
OR8G2P	HSTPCR120
SPATC1	SPATA15
TMEM155	TMEM155
TRLCAA61	TRLCAA61
WDFY1	WDF1
UNC13D	UN13D
HADHA	LCHAD
MDN1	REA1
USP17L14P	USP17L14P
MIR450A1	MIRN450A1
HPD	HPD
CBX1P5	CBX1P5
RPS13P5	RPS13P5
LINC01473	LINC01473
SMN1	TDRD16A
YES1	HST441
TMPPE	FLJ45032
CTSF	CTSF
RAP1GAP	RPGP1
ARMH3	ARMH3
ALDH16A1	MGC10204
RPL7AP63	RPL7AP63
WDR82	SWD2
LINC02701	LINC02701
SEC61A2	SEC61A2
SNX3	GRD19
ZNRF3	KIAA1133
OVOL3	HOVO3
DEPDC1	DEPDC1
YOD1	YOD1
SMAGP	MGC149454
DLGAP1AS2	DLGAP1AS2
ZMAT3	ZMAT3
SMARCA5AS1	SMARCA5AS1
FNBP4	F5GXL1
H2BC16P	H2BFIP
LOXHD1	LOXHD1
CRLF3	CRLF3
SLC12A5	KIAA1176
FRG1DP	FRG1DP
KRTAP195	KAP19.5
LY75	LY75
PITPNA	PIPNA
IL15RA	IL15RA
SNARG2	SNARG2
SNORD125	SNORD125
RNU6987P	RNU6987P
ASCC2	DKFZP586O0223
OR52A4P	OR52A4P
DCN	DSPG2
HOXAAS2	HOXAAS2
FOXF1	FKHL5
SERPINE2	GDN
SBSPON	RPESP
TRAF3IP2	DKFZP586G0522
PALMD	PALMD
CORIN	CORIN
HVCN1	MGC15619
IGLV147	LV147
VPS4A	VPS4A
RANGAP1	FUG1
VPS13D	VP13D
CCDC68	SE571
TMPRSS11B	TM11B
MT1IP	MT1I
RSPH14	RSPH14
DEK	D6S231E
LMBRD2	LMBRD2
PRADC1	PRADC1
C1QTNF9B	C1QTNF9B
IL20RB	IL20R2
MIR72	HSAMIR72
ALPK2	ALPK2
TBC1D23	FLJ11046
ANOS1	KAL1
ICAM3	ICAM3
TRMT44	C4ORF23
KCNMB4	KCMB4
NR4A1	NGFIB
NAA11	NAA11
SNORD103C	SNORD103C
DHX38	KIAA0224
HSD11B1AS1	HSD11B1AS1
NEUROD6	NEX1M
CRHBP	CRHBP
PTPRVP	ESP
SMG1P1	SMG1P1
PRKCB	KPCB
ABRACL	COSTARS
TAF9	MGC5067
A1BGAS1	A1BGAS1
MTRNR2L1	HMN1
ATP11AUN	ATP11AUN
KIAA1671	KIAA1671
ZDHHC5	ZNF375
FARP1	FARP1
DGCR10	DGCR10
BICDL1	CCDC64
KERA	KERA
ZNF227	ZNF227
RAX2	MGC15631
MIR302F	MIRN302F
HECTD3	HECD3
PCDHB16	PCDBG
ZNF548	FLJ32932
SRFBP1	P49
PCDHB5	DKFZP586B0217
WRAP53	WRAP53
MIEF2	MID49
ADGRA2	DKFZP434J0911
CYP2W1	FLJ20359
TAF6L	PAF65A
SMIM27	C9ORF133
VCAN	CSPG2
PDIA3	GRP58
PHF1	A2AB25
C1QTNF8	CTRP8
GPX8	EPLA847
CCT8P1	CCT8P1
CEBPB	CEBPB
TIAM2	STEF
C1ORF43	NICE3
FAM8A1	FAM8A1
DEAF1	ZMYND5
RIT1	RIT1
PHF5A	SF3B7
RPS2P12	RPS2P12
SLCO1A2	OATP
SLC12A7	SLC12A7
C19ORF33	IMUP1
PCDH12	PCDH12
RMDN3	FAM82C
NAPG	NAPG
TRMT6	CGI09
TCEA1	TF2S
RPS6P22	RPS6P22
OR4A47	OR4A47
DUX4L19	DUXY4
CYCSP53	CYCSP53
IGFBP3	BP53
SERPIND1	HLS2
FRMPD4	PDZK10
PPIC	PPIC
TAF2	TAFII150
GLC3C	GLC3C
OCLNP1	OCLNP1
HIVEP3	FLJ16752
SMARCA2	SMCA2
TMX4	KIAA1162
CRYAA	CRYAA
CTAA1	CTAA1
TRAAGC191	TRNAA24
HSPE1P4	HSPE1P4
APOBEC1	BEDP
CYP51A1P2	CYP51A1P2
PPIAP48	PPIAP48
GPR36	GPR36
LRRC4	LRRC4
LUZP1	LUZP1
CHERP	CHERP
ATP8B2	ATPID
MEAF6	C1ORF149
CFAP298	CF298
LINC02132	LINC02132
CASR	NSHPT
HCST	DAP10
MIR36481	MIR3648
MET	HGFR
ORC6	ORC6L
RNA5SP43	RN5S43
PABPC1P3	PABPC1P3
RAD51AP2	R51A2
C1QBP	SF2P32
ZNF213	ZSCAN53
TCP1	TCPA
TMIGD2	MGC23244
LINC02276	LINC02276
LBR	LBR
ZNF732	ZNF732
MEAF6	CENP28
RARS1P1	RARSP1
SLC5A1	D22S675
ANGPTL8	ANGPTL8
SMC1A	SMCB
RPL36P10	RPL36P10
KIAA0825	MGC34713
RIMBP2	RIMBP2
RPS2P29	RPS2P29
POTEF	A26C1B
H2AB2	H2AB2
PPIAP22	PPIAP22
LINC02608	LINC02608
CHEK2P1	CHEK2L1
ZDHHC5	DHHC5
MAP1LC3B	ATG8F
ZBTB32	ZBTB32
ERC1	RAB6IP2
IGHV434	IGHV434
IMMP1LP3	IMMP1LP3
LMBR1	ZRS
LINC00052	NCRNA00052
TSPO	PKBS
ZC3H10	ZC3HA
RNA5SP177	RNA5SP177
PPP4R3C	FLFL3P
OR5H14	O5H14
RCBTB2	RCBTB2
TRMT9B	TRMT9B
PITX2	IGDS
LINC02317	LINC02317
MORF4L2P1	MRG4
OR1Q1	OR1Q1
OR7E38P	OR7E76
SWT1	C1ORF26
LINCPINT	MKLN1AS1
TRQCTG83	TRQCTG83
ZNRF4	ZNRF4
AP1M2	AP1M2
MIR1263	MIR1263
RNU61071P	RNU61071P
CALCOCO2	CALCOCO2
DPH3P1	ZCSL1
GPSM3	G18.1B
SOHLH1	BHLHE80
ADGRG4	AGRG4
FCF1	UTP24
OR10G3	OR10G3
USP2AS1	USP2AS1
ZNF602P	DJ265C24.5
CLOCK	KAT13D
TRGV11	A0A075B6L2
GAPDHP53	GAPDHP53
LRRC8A	LRC8A
RNU15P	RNU15P
CCL8	CCL8
TMEM150B	TMEM224
TRMT10B	TM10B
DYNC1I2	DIC74
SMIM2AS1	C13ORF44AS1
NIFKP4	NIFKP4
ZNF843	MGC46336
ZC3HAV1L	ZCCHL
NUAK1	KIAA0537
GEMIN4	DKFZP434B131
TSPAN32	PHEMX
TSPAN1	TSN1
TRKTTT31	TRKTTT31
OR52K3P	OR52K3P
ASPA	ASPA
SECISBP2	SBP2
HK1	HK1
ZNF90P3	ZNF90P3
DPP10	DPL2
SH3RF2	SH3R2
MIR6504	HSAMIR6504
MYO7A	DFNA11
MIR632	MIR632
MIR47711	HSAMIR47711
SCGB1C1	RYD5
PHB	PHB
RNU430P	RNU430P
PROKR1	GPR73
CDH12P1	CDH12P1
EIF3EP1	EIF3EP
SNRPD2P1	SNRPD2P1
MIR4480	HSAMIR4480
ESYT1	FAM62A
HECTD4	C12ORF51
KBTBD11OT1	KBTBD11OT1
TRAV25	TVA25
MIR12117	MIR12117
MTND2P39	MTND2P39
BTBD18	BTBD18
OR8C1P	OR11175
ADPRM	C17ORF48
ECE2	ECE2
LINC02859	LINC02859
ATP5PBP4	ATP5F1P4
ZNF385C	Z385C
OR7L1P	OR7L1P
CHROMR	CHROME
LINC02536	LINC02536
TRBVA	TRBVA
TRAAGC171	TRNAA35
MYPOP	MYPOP
ZNF43	HTF6
SLC7A3	CTR3
RNU680P	RNU680P
LINC02401	LINC02401
KLHL36	C16ORF44
ANKFN1	FLJ38335
RNF103	ZFP103
FRG2MP	FRG2MP
MIR374A	HSAMIR374
SDHA	SDHA
SPATA12	SPT12
KRT36	KRTHA6
ZMYND10	ZMY10
KLHL14	KIAA1384
TMEM63A	CSCL1
RN7SL359P	RN7SL359P
RB1	RB1
CYP7B1	CYP7B1
TUBB2A	TBB2A
TP53I11	TP53I11
OGG1	HMMH
SPINK5	NETS
MIR8070	HSAMIR8070
RNA5SP400	RN5S400
FAM90A8P	FAM90A8P
KCTD18	KCTD18
RNY3P6	RNY3P6
AQP3	GIL
NFE2L2	NFE2L2
SPTSSA	SSSPTA
OR4H6P	OR4H7P
TSEN2	TSEN2
RNU6608P	RNU6608P
MIR141	MIR141
MIR1246	MIR1246
RASSF2	KIAA0168
GALNT4	GALNT4
MIR154	MIRN154
MLXIPL	WSBHLH
IGSF10	CMF608
ITPKA	IP3KA
RNF113A	CWC24
SAV1	WW45
NARS1P1	NARSP
NRF1	NRF1
UAP1	SPAG2
CELF1	NAPOR
HEPACAM	FLJ25530
DENND3	KIAA0870
RBM12	KIAA0765
DOCK8AS1	FLJ31158
PPIP5K1P1	PPIP5K1P1
TRLCAG17	TRLCAG17
IGLV746	IGLV746
HOMER1	HOMER1
CARD10	CARMA3
FBXO10	FBXO10
CFAP298	FLJ20467
CUL9	CUL9
RNF139	HRCA1
THAP12P6	THAP12P6
DHRS7B	CGI93
TINAGL1	LCN7
ADCK2	ADCK2
MC1R	MC1R
OFD1P3Y	OFD1P3Y
CDK5RAP3	CK5P3
ZNF142	ZNF142
DCAF12L2	WDR40C
RN7SL837P	RN7SL837P
ADGRB1	BAI1
SRMS	PTK70
BRCA1P1	PSIBRCA1
C20ORF204	FLJ27267
TSSK1A	SPOGA1
DPT	DERM
RGS9BP	PERRS
PABPC1P8	PABPC1P8
SMYD2	ZMYND14
DYNLL1P1	DYNLL1P1
COP1	RFWD2
HNRNPA3P9	HNRNPA3P9
MFSD6L	MFS6L
LACTBL1	LACTBL1
ORC3	ORC3L
ETV3	PE1
ZNF354C	Z354C
DFNA30	DFNA30
RNU747P	U7.47
C1ORF198	MGC10710
KCTD4	BA321C24.3
DES	CSM1
PDCD1	SLEB2
CMD1F	CMD1F
PTBP1	HNRPI
TM4SF1	T4S1
LINC01226	LINC01226
LINC01385	LINC01385
SMIM1	VEL
CMR2A	CMR2A
BCL11B	HRIT1ALPHA
TAP1	A0A0S2Z4R8
STC1	STC
C1ORF87	C1ORF87
SNORA62	SNORA62
SMC1A	SMC1A
RND1	RND1
SPN	SPN
DDX58	FLJ13599
ZNF527	ZN527
WNT9B	WNT9B
RNU7147P	RNU7147P
SZT2	RP11506B15.1
RBM41	FLJ11016
FLNC	FLN2
OCA2	EYCL2
GOLGA6A	GLP
JHY	JHY
NDFIP2	NFIP2
DNMBP	TUBA
PSMA6	MGC23846
TSSK2	FLJ38613
MIR518E	HSAMIR518E
OR4F15	O4F15
DTD1	C20ORF88
RIMBP3	KIAA1666
OR4A50P	OR4A50P
TRAAGC221	TRAAGC221
IFNL3P1	IFNL3P1
RNU6295P	RNU6295P
RN7SL124P	RN7SL124P
CT47B1	CT47.13
UFM1	UFM1
CHRND	ACHRD
ALDH1B1	ALDHX
SRSF1	ASF
ANAPC15	DKFZP564M082
GPR176	GP176
SERPINA12	SERPINA12
FGFR2	KGFR
KRT18P4	KRT18P4
JTB	HJT
CCL22	CCL22
TP53RK	DJ101A2.2
DNAJC2	ZUO1
SALL3	SALL3
SPATA25	C20ORF165
SPX	MGC10946
TFAP2B	TFAP2B
TNIP1	VAN
ADAM9	CORD9
NEUROD4	NEUROD4
MAP6D1	MAP6D1
MIR3935	HSAMIR3935
ANKRD34A	ANKRD34A
LINC01386	LINC01386
TMSB4XP6	TMSB4L
FMN1	MGC125289
SERPINB13	SPB13
LINC002682P	NCRNA00268B
ZNF17	FLJ40864
RBM47	RBM47
LINC002653P	LINC002653P
RNU6213P	RNU6213P
CHM	REP1
MOB3C	MOB3C
LGALS2	HL14
POLR3K	RPC11
USP29	USP29
MTCL1P1	CCDC165P1
ACSS1	MGC33843
SLC6A20	S6A20
RBP4	RBP4
SNARA2	SNARA53129250
IL17RC	IL17RC
RHOB	ARH6
ALDH9A1	ALDH7
EIF4ENIF1	FLJ21601
WARS1	WARS
DSCR8	MTAG2
KCNMB2AS1	KCNMB2AS1
MIR200C	MIRN200C
CFAP161	CFAP161
TMEM35B	TMEM35B
CEP78	C9ORF81
PDE4DIP	KIAA0477
CCDC121	CC121
CASTOR2	GATSL2
FAM30A	C14ORF110
NDUFS7	FLJ46880
RPS27AP2	RPS27AP2
RPS27P1	RPS27P1
SEPTIN11	SEPTIN11
LEPR	LEPR
CEP104	RP1286D6.4
PRPF6	RP60
TUBA4B	FLJ13940
LSM6P1	LSM6P
TAGLN2	TAGL2
POMGNT1	FLJ20277
TRAJ14	TRAJ14
ZSCAN5C	ZNF495C
KCNJ3	KGA
MEIG1	MEIG1
RNU6696P	RNU6696P
IFIT6P	IFIT6P
ZNF140	PHZ39
BMP8BAS1	BMP8BAS1
ZNF302	ZN302
HOXB3	HOXB3
ASB15	ASB15
LTBP4	FLJ90018
FTLP3	DJ681N20.2
SETD9	MGC33648
SKOR2	SKOR2
TMEM125	MGC17299
NPM1P47	NPM1P47
SNORD5	MGH28S2410
GAL3ST2	GP3ST
CLEC1A	CLEC1
TFEB	BHLHE35
SHFL	C19ORF66
TNPO1	TNPO1
ABCC13	ABCC13
OFD1P13Y	OFDYP13
OR10D3	O10D3
ELOVL5	SCA38
AXIN1	AXIN1
RPS27L	RPS27L
RPL8P1	DJ15D7.1
DDX11L4	DDX11L4
ZNF575	ZNF575
HUNKAS1	HUNKAS1
GLRXP1	BA425M5.1
CYCSP8	HCP8
FAM131C	FLJ36766
RNA5SP387	RN5S387
GTPBP10	OBGH2
TAF11	TAF2I
IGHV311	IGHV311
FAM185BP	FAM185BP
ATP5PO	ATP5PO
MIR425	HSAMIR425
TRBV41	TCRBV7S1A1N2T
FAS	CD95
RNU6644P	RNU6644P
FLVCR1	SLC49A1
DOK4	FLJ10488
RPL18P7	RPL18P7
PPP2R2D	2ABD
TRNGTT21	TRN
RNA5SP57	RNA5SP57
RNA5S3	RNA5S3
ELNAS1	CTB51J22.1
NFASC	KIAA0756
MTIF3	MTIF3
TRETTC82	TRNAGLUTTC82
LINC00448	LINC00448
MARCOL	MARCOL
MAP1LC3C	MLP3C
ACADVL	ACADV
PLAC8	C15
TMEM144	TM144
LAMTOR2	ROBLD3
SNORD59B	U59B
CXCL8	LYNAP
MMP24	MMP24
MIER3	MIER3
TOB2	TOBL
TMEM216	HSPC244
HVBS7	HVBS7
MIR2052	MIR2052
DNAH12	FLJ44290
